"","Yorumlar","Sentiment","Duygu"
"247","dünya fifa oyunu şampiyonlarından birine verilen tedavi şuydu çöken kas iskelet sistemini düzeltmek gerçek spor yapmakdüzenli koşu fitness",0.2,"Pozitif"
"248","elektronik sporzihinsel kaslar uçmuş gidiyor organlardaki kas sistemi çökmek antrenman yüzünden basur oluşmuşellerdeboyunda omuzlarda numara uzak tutayım",-0.7,"Negatif"
"249","uzaylılar derken",0.3,"Pozitif"
"250","twicht e gitmeyip 🙣",0.2,"Pozitif"
"251","bronzlar aglayin",0.3,"Pozitif"
"252","iq um arttı",0.1,"Pozitif"
"253","basta sktt nin legosunu gordum anladim saten",0,"Nötr"
"254","padden atlayışı",0.3,"Pozitif"
"255","nightcorelegends",0.3,"Pozitif"
"256","olm dan bahsetmedi kaldi",0.5,"Pozitif"
"257","dkdan kapat dedi",-0.5,"Negatif"
"258","koreliler işi biliyor lig 💥💥",0.8,"Pozitif"
"259","yıl önce piyasa çıkmış oyunu oynamak izlemek oraya gidiyorlar nun sonunda romantizm anlayamadım nasıl insanlar topun peşinde koşanları izlemekten zevk alıyorsa buradaki insanlar bunları izlemekten zevk alıyor organizasyondan zevk almak oyunu mutlaka oynuyor gerekiyor futbol topa vurmasını bilmeyen birisi oturup ondan zevk alabilir yere ancak lol oynamayan insan kesinlikle zevk alamaz oyuncuların nasıl muhteşem şeyler yaptığını anlayamaz spordur insan limitlerini zorlar teknik yetenek gerekir",0.3,"Pozitif"
"260","lol e giriyosun dereçeli atiyosun bronz oluyosun",0.2,"Pozitif"
"261","başındaki motor oyunun ismi küçükken oynardım unuttum bilen varsa el atsın beee",0.2,"Pozitif"
"262","spor spordur oyun oynamak spordur maç yapmakta spordur tenis yapmakta spordur",0.5,"Pozitif"
"263","lolcüler burda",0.3,"Pozitif"
"264","sende efsanesin yıllar ithaf videolarını çekeceğim hedefim yönde başarılar barışözcan",0.7,"Pozitif"
"265","sonunda oldum",0.9,"Pozitif"
"266","worlds efsaneydi",0.4,"Pozitif"
"267","biz esporun geliştiğini anlayamıyoruz futboldan izlendiği oğrenince garipsiyoruz",0.4,"Pozitif"
"268","insansın❤❤❤❤❤❤❤",0.4,"Pozitif"
"269","yayını canlı maç galibi ssg skt kaybetti çoğu kişi skt kazanacak dusunuyordu skt dünyanın iyi takımı skt idi ssg kazanması şaşırtmıştı ssg tabii güçlü takimdi özet geçtim",0,"Nötr"
"270","futbol yaptığın tanım cahilce",0.2,"Pozitif"
"271","santranc zeka oyunu denmeli",0.3,"Pozitif"
"272","yalan yaw inanmayın gün aralıksız özel durumlar hariç age empires paladins oynadım hala yaşıyorum",0,"Nötr"
"273","hayır",0,"Nötr"
"274","koluna sağlık",0.9,"Pozitif"
"275","legends",0.5,"Pozitif"
"276","yasuo sal",0.3,"Pozitif"
"277","<a ahahah süper dd",0.9,"Pozitif"
"278","kesinlikle spor insanların sağlığı refahı yapılan şeydir espor",0.8,"Pozitif"
"279","biliyom izlicem inş sıkıntı olmaz",0.7,"Pozitif"
"280","abiiiiiiiiii adamin favori oyunu starcraft beeee <br>mutlu oldum valla türklerden starcraft oynayan bilen halbuki çoook güzel strateji oyunu <br>rekabetçi oynuyomusun",0.9,"Pozitif"
"281","sacma hala oyun",0.3,"Pozitif"
"282","lol oynayanların suratında ufak tebessüm",0.1,"Pozitif"
"283","legends",0.5,"Pozitif"
"284","lol oynuyorum bağımlı değilim hafta içi oynamıyorum vede haftasonu toplam oynuyorum galp at",0,"Nötr"
"285","cs go lolü esporcu olmayı istiyorum derslerim hepsinden çnce gelmek zorunda yazılım mühendisi oluyumda e sporcu olurum nazım hikmetoğlu güzel rahmet",0.7,"Pozitif"
"286","xşsşsşsşsldlldlxlz <br>baba support",0.2,"Pozitif"
"287","lol oyuncusu",0.1,"Pozitif"
"288","challenger puandayim",0.3,"Pozitif"
"289","güzel insansın ufku açık hayal gücü sınırsız anlayışlı",0.9,"Pozitif"
"290","<a te dogru soylemis",0.8,"Pozitif"
"291","knight online oyununun kore sunucusunda anlatılan yasaklar mevcut oyunu oynarken belirli aralıklarla saattir oyun oynuyorsunuz ara verip tekrar edin tarzı uyarılar çıkıyor ayrıca günlük oyun oynama limitinizi aştığınızda oyun içerisinde size yaptırımlar uygulanıyor özellikle lol başta üzere diğer oynayan insanlar koreye gidiyor sırf oradaki insanlarla birlikte oyun oynayabilmek hiçbir oyunun kore serverina başka ülkeden bağlanamiyorsunuz",-0.4,"Negatif"
"292","solo top yasuo oyuncusuyum",0.7,"Pozitif"
"293","top peşinden koşan insanları izlemelten top peşinde koşmaktan iyi azından mutluyuz xd",0.8,"Pozitif"
"294","yaşa den girlilmiyorsa annesiznin babaisiniz şeyinni grisn kimlik nosunu",-0.3,"Negatif"
"295","lol",0.3,"Pozitif"
"296","spordur sonuçta parmak kası bişey",-0.3,"Negatif"
"297","aradayım uzaylı nede twitchçi",-0.3,"Negatif"
"298","defa anlayabildiğim vidyonu",0.7,"Pozitif"
"299","razı sonunda olduğunu anlatabilicem",0.9,"Pozitif"
"300","nike",0.3,"Pozitif"
"301","",0,"Nötr"
"302","sondaki güzel süleymanoğluallah rahmet",0.9,"Pozitif"
"303","adamsi",0.3,"Pozitif"
"304","gunluk oynuyom bagimlimiyim",0.3,"Pozitif"
"305","spor",0.4,"Pozitif"
"306","aaaahhhh cringeee",0.3,"Pozitif"
"307","satrançta spordur aslında beyin jimnastiğidir buda",0.1,"Pozitif"
"308","lol oynayanlar çıldırıyor",0.1,"Pozitif"
"309","görünce direk lol dedim",0,"Nötr"
"310","<a",0.6,"Pozitif"
"311","mid or feed",0,"Nötr"
"312","yılında amerikada pc sektöründeki para hollwood u geçmiştir",0.3,"Pozitif"
"313","holyphonex naru elwind",0.3,"Pozitif"
"314","yürü",0.3,"Pozitif"
"315","report ejderi anlatip yapmiri gecti",-0.3,"Negatif"
"316","legends efsaneleer demen havalı anladın abid",0.4,"Pozitif"
"317","riot kadim ejderi indirdikten uff",-0.3,"Negatif"
"318","mid sal yasuo xd",0.2,"Pozitif"
"319","gel bot pre yapalım adcm ol",0.3,"Pozitif"
"320","",0,"Nötr"
"321","",0,"Nötr"
"322","demek kendiside biliyo",0.3,"Pozitif"
"323","legends",0.5,"Pozitif"
"324","online oyunlar milyonlarca insanı peşinden sürüklese quotsporquot başlığı altına girebileceğini düşünmüyorum şov dünyasına yakışıyor sanki sonuçta rol yapma neticede",0,"Nötr"
"325","asagi atlayan adami gorunce aklima faker geldi aglamisti belki oda atlar qwqeqeqwq",0,"Nötr"
"326","lol",0.3,"Pozitif"
"327","sonunda gözüm doldu tebrikler içerik uretiyorsun",0.9,"Pozitif"
"328","legends",0.5,"Pozitif"
"329","allahim guzeldi",0.3,"Pozitif"
"330","mükeemmel",0.3,"Pozitif"
"331","oyunlarda basarili insanlarin gercek hayattada basirili oldugunu gordum oyunda basarisizim 🕮",0.6,"Pozitif"
"332","şimdi league legends yayınına gidiyorum görüşürüz",0,"Nötr"
"333","türkiyenin iyi içerik çıkartıp muhteşem sesiyle sunan izleyenlerin tüylerini eden kalp atıyorum",0.9,"Pozitif"
"334","hareket edilmeden koltuk üstünde oturarak spor yapıldığını görmedim maalesef spor diyemem",-0.5,"Negatif"
"335","yorumumu belkide görmeyeceksin karşı ön yargımı alt üst ettin yorumlamışsın olayı kaliteli görüşmek üzere 💵",0.9,"Pozitif"
"336","yürrü thaldrin yürrü kaptan yaşa",0.5,"Pozitif"
"337","hll",0.3,"Pozitif"
"338","esports dunyasi genistir saydiginiz oyunlarin yanina f girdi oyunun parcasi olma yolundayim verdiginiz bilgiler icin tesekkurler",0.8,"Pozitif"
"339","son sahnede",0.3,"Pozitif"
"340","gol olrurmu kanım dondu sonunda ayar",0.8,"Pozitif"
"341","kadim ejderja league legends",0,"Nötr"
"342","❤️",0.6,"Pozitif"
"343","legends",0.5,"Pozitif"
"344","<a espor hakkındaki bilgi sahibi olabilirsiniz",0.3,"Pozitif"
"345","sonunda oldum vallaha",0.8,"Pozitif"
"346","vok uykusuzum toparlayamıyorum kendimi",0.3,"Pozitif"
"347","",0,"Nötr"
"348","lol bağımlısı nasıl oyunu bırakır ara verebilir",0.1,"Pozitif"
"349","yasahk gardeşim yasahk 📡📡",0.3,"Pozitif"
"350","uzaylılardanız",0.3,"Pozitif"
"351","zula e sporcu olucam",0.3,"Pozitif"
"352","fenerbahçe espor",0.3,"Pozitif"
"353","satranç spor diyorsak oyun turnuvalarınada spor diyebiliri",0.6,"Pozitif"
"354","rengardan yedim dağılın",0.3,"Pozitif"
"355","varya gittiğim yerin videosunu yapmışsın acaip gereksiz duygulandım",-0.5,"Negatif"
"356","nasıl kralsın beeee",0,"Nötr"
"357","yasuooo mid sal",0.2,"Pozitif"
"358","çocuklar dediğin kişilerin küçüğü faker faker yaşında haberin",0,"Nötr"
"359","kimse anlamıyorum herkes bune çocuk oyunu diyorlardi",-0.6,"Negatif"
"360","espor bursu üniversitede 🠯",0.3,"Pozitif"
"361","holyphoneix penta",0.3,"Pozitif"
"362","beyin sporudur sonuçta lol strateji oyunudur beynimizi açar rekabet spor son kısmı beğendiğimi söyleyin tekrardan aniyorum",0.7,"Pozitif"
"363","im faker",0.2,"Pozitif"
"364","türkiyeye gelsin yaş kısıtlaması sistemi",0,"Nötr"
"365","li bitis",0.5,"Pozitif"
"366","<a jfjdne odod",0.4,"Pozitif"
"367","zaman izlesem sonunda gözlerim doluyor",0.5,"Pozitif"
"368","<a xd",0.5,"Pozitif"
"369","şerefsizim",0.3,"Pozitif"
"370","onlar büyülü hikayenin parçası olmaya çalışıyorlar",0.2,"Pozitif"
"371","bildiği halde izleyenler",-0.4,"Negatif"
"372","<a demiyeceksin sandım lolcüler sa hepinize ti alırım",0.2,"Pozitif"
"373","gereksiz aktivite tarafta pentaların hesabını sormayacaklar altdal dünyada küresel gerçek zamanında bilgisayar oyunu efsanevi quakecon videoları büyümüş gün zamanımızın geleceğini biliyordum annelerin kalk beynin göçmedi sözlerinin çöpe atılacağı günü hayalimdi oyunların önemli yer kaplaması zamanı geldi <br><br>bu izlerken duygulandığımı anlatamam promise olayından bahsettiğiniz esporda şike diyenlerin örnek dinlemesi gereken hikaye",0.2,"Pozitif"
"374","oyun oynamaktan parmaklarım kas yaptı neresi spor",-0.6,"Negatif"
"375","ozaman gule gule",0.3,"Pozitif"
"376","allahıma şükürler iq seviyem basamaklı basamaklı heyecanlanacaktım",0.6,"Pozitif"
"377","gaza geldim şimdi ranked yasuo alıp feedliycem tşk",0.8,"Pozitif"
"378","sonuç kısmında demek olmaz adamın hasısın",-0.3,"Negatif"
"379","te çalan şarkının adı",0,"Nötr"
"380","dediğin dozu kaçırınca herşey zararlı",0.3,"Pozitif"
"381","sağolasın oyuncuların nelerle uğraştığını güzel biçimde anlatmışsın",0.7,"Pozitif"
"382","",0,"Nötr"
"383","fifa pes turnuvalarini eski site vardi site ismini unuttum siteye katilip fifa fifa turnuva maclarina katiliyordum bagimli olayim",0.5,"Pozitif"
"384","önemlisi kendini kontrol etmek eyer işi bozup hileye girişirsen senden başlar başkasına başkasına intihara yolu",-0.4,"Negatif"
"385","yaşından küçüklerin oyunlara girememesi vatandaşlık no girilmesi gerekiyor dedin bizimde ihtiyacımız",-0.5,"Negatif"
"386","sigarayı bırakma konulu hazırlayabilir misiniz nasıl bırakılır yararlı olacaktır",0.2,"Pozitif"
"387","keşke virtual vr sanal gerçeklik cihazlarının vrchat oyunlarla ilgilide",0.2,"Pozitif"
"388","elimde yasuomla elimde milyon zedimle arenaya geri döndüm güzel insan legends",0.8,"Pozitif"
"389","gaza geldim yasuo aliyim feedleyeyim",0.5,"Pozitif"
"390","lolcü heralde holy felan",0.1,"Pozitif"
"391","tabiki spordur",0.6,"Pozitif"
"392","sonunda ağlattı",0.8,"Pozitif"
"393","",0,"Nötr"
"394","sırf destek reklamları izliyorum",-0.6,"Negatif"
"395","lol sıktı",0.1,"Pozitif"
"396","pis burun vurdun beklemiyordum duygulandım",-0.7,"Negatif"
"397","güzel elinize sağlık",0.9,"Pozitif"
"398","thaldrini izle oda fenerbahçe e sporcu kanalı 👬",0.3,"Pozitif"
"399","lol",0.3,"Pozitif"
"400","ssg koydu valla skt çöp üzdün faker baba",-0.3,"Negatif"
"401","sende neslin efsanesinin emin ol türkiye platrforma getirdiğin kaliteyi zaman",0.3,"Pozitif"
"402","<a <a küçüklere otomatik kapanan sistem kesinlikle ülkemizede gerekli ayrıca cosplayli vekil türkiyede denense acaba nasıl",-0.1,"Negatif"
"403","ejderhayı nasıl yapmışlar bro arada sondaki kız güzelmiş",0.1,"Pozitif"
"404","tartışmasız iyi bireysel türk objektif dikkate değer videoları çalışman kapsama çalışmayı süleymanoğlunun öldüğü gün yapman dikkate değerdi",0.6,"Pozitif"
"405","youtubeun efsanesine",0.9,"Pozitif"
"406","adamsin bunun farkindasindir umarim",0.4,"Pozitif"
"407","aslında insanlık oluş biçimidir oyun gerçek hayatın çalkantılı denizinde hayatta kalmak debelenen insan sanal dünyalar sayesinde yedi denizin hakimi kahramanı canlandıra bilmekteler",0.4,"Pozitif"
"408","süleyman oğlu ♥",0.9,"Pozitif"
"409","e spor spordur bazı insanların oyun oynadıkları intihar etmeleri ölmeleri oyun oynarken bizimde intihar edeceğimiz anlamına gelmez <br>legends dieeeeeeeeeeeeeeeeeee",-0.2,"Negatif"
"410","arkadaşım altın kelebek youtuber ödülünü alması gereken kişinin olduğunu düşünüyorum kötü",-0.6,"Negatif"
"411","ana bacı karıştırma",0.3,"Pozitif"
"412","sonuna bayıldım büyüksün adaş",0.9,"Pozitif"
"413","riot babaa",0,"Nötr"
"414","ağlattın yemin",0.3,"Pozitif"
"415","counter striketa keske dünya birincisi olduğumuzuda söyleseydin son",0.8,"Pozitif"
"416","bilgisayardan oyunoynarken terliyorum teknik spor",0.7,"Pozitif"
"417","gel anneme",0,"Nötr"
"418","reyiz günde lol oynuyorum",0.7,"Pozitif"
"419","biliyorum bb başkan",0.4,"Pozitif"
"420","<i>quotromalılar devrinde insanlar vahşi hayvanlar tarafından parçalanarak ölmeyi göze alan gladyatörleri izlemeyi seviyordu günümüzde topun peşinden koşturan onu ağa sokmak sakatlanmayı göze alan insanları izliyoruz gelecekte tüm bunları kimseye zarar vermeden yapmayı başarırlarsa bilgisayar oyunu oynayan gençleri izlemek özcan<b><br>saygı zekanın takdir",-0.2,"Negatif"
"421","",0,"Nötr"
"422","ruslar kiber spor adlandiriliyor",0.5,"Pozitif"
"423","harikasın",0.3,"Pozitif"
"424","vücüda fayda sağlıyomu spor diyoruz",0.5,"Pozitif"
"425","videodan oyun oynayasım geldi kyk kalıyorum internet hızı",-0.5,"Negatif"
"426","<a saygıyla anıyoruz aga gün olacakmışsın gibime geliyor",0.1,"Pozitif"
"427","<a cigara içip oyun oynadınızmı oynamadım resmen oyunu yaşadım doping gerek",-0.1,"Negatif"
"428","savaş stratejileri konusunda lol numarada olsada lol e verilern desteğin yarısı metin ye verilseydi yankı yapardı metin oyun kesinlikle yapay dünya yapay hayattır metin cenk meydanında kapışmak yokdur arkadaş eidnmekten tutun ticari zekaya yalakalıkdan tutun güvenirliğe vicdan azabından tutun gururlanmaya sabretmekten tutun piskolojik baskıya ikna kabiliyetinden tutun severliğe dilencilikten tutun kumar vari risk almaya siz iki kişinin kapışmasından doğan yüzlerce insanın savaşına tanık oldunuz metin savaş yokdur herşey vardır dünyanın gelmiş geçmiş gelecek iyi oyunudur tabiri caizse sanal dünyanın ronaldinhosudur ismini sevmiyorum",0,"Nötr"
"429","insan skt vs ssg maçını örnek gösterir supermassive iyi hoş",0.7,"Pozitif"
"430","videoydu olumsuzuyla olumlusuyla işin ayrintisina anlattin ederim🞥🞥 güney kore dijitalsanal sporben demeyi tercih ayni dedigin dunyasini yaratsa ulkelerinde bunun hastanelerini kurmuş yarattiklari şeylerin farkinda adamlar geçenlerde haberlerde gördüm bagimli sekilde dijital spor oynayan küçük çocuklar ailelerinden alinip asker egitim görülen yere götürülüyormuş askerlik yapmayan kurala düzene uymayan küçük cocuklarda cezalandırılıp dövülüyormuş yanlis hatirlamiyorsam iste guzel şeyin zarari kitap okumayi vodeoda bahsettigin kac kitabi araliksiz okumaya calissam gozlerim bulaniklasirkizariracir bakamam etrafa yüzden şeyin az özü iyi videon ders tesekkur abim🮥",0.8,"Pozitif"
"431","spor demek bedensel zihinsel faaliyetlerin koordineli hareket etmesiyle espor beyin dalgalarının vücuda vermiş olduğu emirlerden kaynaklı spor dalı ola bilir bilgisayar başında saatlerce sabit kalmak spor anlamına gelir gelmez muallakta soru spor",-0.1,"Negatif"
"432","son sahne nutkum tutuldu branş spor tabiri kullanılmamalı spor bedenen ruhen yapılan aktivitedir kasların iradenindisiplininkuvvetin açının vuku halıdır spor demek koşmaktır yüzmektır oyuncu demek makul",0.7,"Pozitif"
"433","",0,"Nötr"
"434","espor spordur vücut sporu beyin sporu antrenman yapmak beyni feci derecede yorar",0,"Nötr"
"435","maynkraft turnuvasi niye lan",-0.4,"Negatif"
"436","bilgisayar başında oynuyorlarsa beyin kalmaz kardeş",-0.2,"Negatif"
"437","boş işi",-0.8,"Negatif"
"438","",0,"Nötr"
"439","spor hemde yuüzde yüz spor",0.8,"Pozitif"
"440","sc dedin benden aldın",0.3,"Pozitif"
"441","bitiş koluna saglık",0.9,"Pozitif"
"442","gereksiz konu inanın beynimi oyunla harcayacağıma varoluş felsefesine ayırırım iyi",-0.3,"Negatif"
"443","ağlıcaktım naptın",0.3,"Pozitif"
"444","e spor spor demen spor çalışmadı zayıflamak güçlenmek şağlıklı yapılan şeydir futbol spordur gösteriş yapılan futbol deil kendini geliştirmek oynan futbol spordur espor spor deil oyun insana yararı yidede esporun zararı iyi bişey diyebilirim günde oyun oynamaya dayanırım gözlük numaram günde büyür",0.5,"Pozitif"
"445","clash royel",0,"Nötr"
"446","espor spor",0.5,"Pozitif"
"447","tam ekrandan çıkıngtgtyoutubeda yan sekmeye geçingtgt legends yazıp aratın",0.3,"Pozitif"
"448","legends keşke babam olsaydın sevdim",0.8,"Pozitif"
"449","baron nerede",-0.1,"Negatif"
"450","bitiriş mükemmeldi sizi",0.4,"Pozitif"
"451","lol ün desteklediğin teşekkürler<br>efsaneler ölmez<br>legends",0.9,"Pozitif"
"452","flakka",0.3,"Pozitif"
"453","<a arkaplana dota müziğini koyduğun tşk ellerine sağlık millet lolün kanserinden kopup dota müziğini dinlesin",0.7,"Pozitif"
"454","gerçek spor sonundaki efsanedir rahmetle",0.7,"Pozitif"
"455","",0,"Nötr"
"456","iyi bağlamışsınız gözlerim dolu dolu 🞵🞵",0.7,"Pozitif"
"457","looooool",0.3,"Pozitif"
"458","uzaylılar dünyaya uğrmasınlar",0.1,"Pozitif"
"459","starcraft oynuyor musun",0.3,"Pozitif"
"460","profesyonel tekken oyuncusuyum ülkemizde oyun rağbet görmüyor yüzden oyundan para kazanmak nasiip olmadı küçük ödüllü kaç turnuvada yer aldım ayrıca anlatım inşallah bize sponsor desteği gelirde bizde ülkemizin adına bişiler yaparız",0.7,"Pozitif"
